Tibetan	Description
མཚན་སུམ་ཅུ་རྩ་གཉིས་	The thirty-two major signs of a buddha that manifest as specific physical attributes to indicate the perfection of the awakened state of buddhahood.
མཚན་སུམ་ཅུ་རྩ་གཉིས་	The distinctive physical attributes of the Buddha. These are the “signs of a great man” (Skt. mahā puruṣa lakṣaṇa, Tib. {skye bu chen po'i mtshan bzang}) that following Indian tradition characterize cakravartin kings (world sovereigns) as well as buddhas. For a descriptive list, see Dharmachakra (2013), https://read.84000.co/translation/toh95.html#UT22084-046-001-2206-https://read.84000.co/translation/toh95.html#UT22084-046-001-2234.
མཚན་སུམ་ཅུ་རྩ་གཉིས་	These are the major physical marks that identify the buddha body of emanation and which, in some sources and traditions, portend the advent of a universal monarch. As well as being listed in this and other Prajñā pāramitā sūtras (see The Transcendent Perfection of Wisdom in Ten Thousand Lines [Toh 11], https://read.84000.co/translation/toh11.html#UT22084-031-002-271 and https://read.84000.co/translation/toh11.html#UT22084-031-002-2379), they are to be found detailed in the Lalita vistara (see The Play in Full (Toh 95), https://read.84000.co/translation/toh95.html#UT22084-046-001-475 and https://read.84000.co/translation/toh95.html#UT22084-046-001-2206–https://read.84000.co/translation/toh95.html#UT22084-046-001-2234), Mahā yānopadeśa (Toh 169)https://read.84000.co/translation/toh169.html, Ratna gotra vibhāgottara tantra śāstra (Toh 4024, 3.17–25)https://read.84000.co/translation/toh4024.html, Mahā vastu, and in the Pali Lakkhaṇa sutta.
མཚན་ཐམས་ཅད་ཀྱིས་བརྒྱན་པས་རྣམ་པར་དག་པའི་དཔལ་གྱི་སྙིང་པོ་	A bodhisattva mahāsattva.
མཚན་ཡིད་དུ་འོང་བའི་མེ་ཏོག་གི་ཡན་ལག་ཤིན་ཏུ་རྒྱས་པ་	One of countless buddhas in a past kalpa.
མཚངས་པའི་བྱིན་	A great bodhisattva.
མཚན་	Listed as thirty-two marks on the body of a buddha.
མཚན་	One of the tathāgatas attending the delivery of the MMK.
མཚན་	The thirty-two major and eighty minor marks of a buddha.
མཚན་	For their enumeration in this text, see https://read.84000.co/translation/UT22084-029-001.html#UT22084-029-001-5641 .
མཚན་	The thirty-two characteristics of a great being (mahāpuruṣa; {skyes bu chen po}), including the uṣṇīṣa, or head mound, and the long tongue.
མཚན་	The thirty-two primary physical characteristics of a “great being,” mahāpuruṣa, which every buddha and cakravartin possesses. See https://read.84000.co/translation/UT22084-037-007.html#UT22084-037-007-4379 for a complete list according to this sūtra.
མཚེ་མ་	The principal deity in the Yāma paradise, the third of the six paradises in the desire realm.
མཚེ་མ་	The third of the six heavens of the desire realm. Also known as the Heaven Free from Strife (Tib. {'thab bral}).
མཚེ་མ་	The third (counting from the lowest) of the six paradises in the desire realm. The usual translation is {'thab bral} from “Yāma.” Here, the Tibetan translation appears to be from Yama, the name for the lord of death.
མཚེ་མ་	Another name for the Heaven Free from Strife, this is the third of the six heavens of the desire realm. The Tibetan literally means “twins.” The Sanskrit for this heaven is Yāma or Suyāma, the precise meaning of which is uncertain.
མཚེའུ་	One of sixteen realms that surround the Reviving Hell.
མཚོ་བརྒྱ་རབ་ཏུ་འབབ་པ་	A part of Mountainous Garland.
མཚོ་ཅན་	A buddha realm.
མཚོ་ཆེན་པོ་མ་དྲོས་པ་	Name of a lake.
མཚོ་ཆེན་པོ་མ་དྲོས་པ་	A lake north of the Himālayas believed to be the source of the river Sutlej and identified with Rakshastal.
མཚོ་ཆེན་པོ་	Attendant of the buddha Sārthavāha.
མཚོ་དལ་གྱིས་འབབ་	The Mandākinī river, which translates as “the slow-flowing” river, is the name of a specific tributary of the Ganges that flows through the Kedāranātha valley in the Himālayas, as well as a name that might be used for other rivers (Monier-Williams 788.2). The term is assumed to refer to a lake in this case (and not a river) because the Tibetan uses the term {mtsho}.
མཚོ་དབུས་	One of the kings of the nāgas.
མཚོ་གྱད་	A nāga king.
མཚོ་ལྡན་	A river. Lit. “has a lake.” Possibly the Sarasvatī river, or one of the rivers connected to Lake Manasarovar, perhaps the Brahmaputra.
མཚོ་མ་དྲོས་པ་	A certain lake on the banks of which the mendicant Subhadra often spent his days.
མཚོ་མཆོག་	A lake on Equal Peaks.
མཚོན་འབབ་པ་	One of sixteen realms that surround the Reviving Hell.
མཚོན་བྱེད་མ་	One of the great piśācīs.
མཚོན་ཆ་བཟང་པོ་	Mother of the buddha Nārāyaṇa.
མཚོན་ཆ་བཟང་པོ་	Attendant of the buddha Sudatta.
མཚོན་ཆ་བཟང་པོ་	Father of the buddha Guṇaskandha.
མཚོན་ཆ་བཟང་པོ་	Son of the buddha Anantavikrāmin.
མཚོན་ཆ་བཟང་པོ་	Birthplace of the buddha Marutskandha.
མཚོན་ཆ་བཟང་པོ་	Foremost in terms of miraculous abilities among the followers of the buddha Subhadra.
མཚོན་ཆའི་དབང་པོ་	Foremost in terms of miraculous abilities among the followers of the buddha Indra.
མཚོན་མགར་རྒྱལ་སྡེ་	Name of a former incarnation of the Buddha while he was a practicing bodhisattva.
མཚུང་པ་མེད་པའི་གཟི་བརྗིད་འོད་	A buddha.
མཚུངས་ལྡན་	This denotes the five aspects of concomitance between mind and its mental states, which may concern (1) location or support ({gnas sam rten}), (2) objective referent ({dmigs pa}), (3) sensum ({rnam pa}), (4) time ({dus}), or (5) substance ({rdzas}).\n(See also https://read.84000.co/translation/UT22084-031-002.html#UT22084-031-002-1972 ).
མཚུངས་མེད་དཔལ་གྱི་གཟི་བརྗིད་	A bodhisattva.
མཚུངས་མེད་མཉམ་	Mother of the buddha Siṃhagātra.
མཚུངས་མེད་	Attendant of the buddha Vimala.
མཚུངས་མེད་	Foremost in terms of miraculous abilities among the followers of the buddha Velāma.
མཚུངས་པ་མེད་	Buddha in the presence of whom the buddha Guṇaprabha (30 according to the third enumeration) first gave rise to the mind of awakening.
མུ་ཁ་	A type of worm ({srin bu}) that lives in and feeds on the body.
མུ་ཁྱུད་འཛིན་	A great bodhisattva.
མུ་ཁྱུད་འཛིན་	One of the seven golden mountains.
མུ་ཁྱུད་བཟང་པོ་	One of the māras.
མུ་ཁྱུད་བཟང་པོ་	One of the eight chief pratyeka buddhas.
མུ་ཁྱུད་ཁོར་ཡུག་དང་ལྡན་པ་	Second of the thirty-two major marks.
མུ་ཁྱུད་མཐའ་ཡས་	King of Ujjayinī and father of Pradyota.
མུ་ཁྱུད་ཏོག་	One of the tathāgatas attending the delivery of the MMK.
མུ་ཁྱུད་	A wheel-turning king who is a descendant of Mahādeva.
མུ་ཁྱུད་	One of the tathāgatas attending the delivery of the MMK; one of the eight chief pratyeka buddhas.
མུ་ཀུན་ད་མ་	One of the goddesses in the maṇḍala of Vajrasattva.
མུ་ནི་བར་མ་	An Indian preceptor who was resident in Tibet during the late eighth and early ninth centuries.
མུ་སཱ་ར་གལ་བ་	Musāragalva is fossilized coral that has undergone transformation under millions of years of underwater pressure. It appears in one version of the list of seven precious materials. The Tibetan tradition describes it as being formed from ice over a long period of time. It can also refer to tridacna (Tridacnidae) shell, which is also presently referred to by the name musaragalva. Attempts to identify musāragalva have included sapphire, cat’s eye, red coral, conch, and amber.
མུ་ས་ར་གལ་པ་	In other translations, this is translated into Tibetan as {spug}. White coral is fossilized coral that has undergone transformation under millions of years of underwater pressure. Tibetan tradition describes it being formed from ice over a long period of time. It can also refer to tridacna (Tridacnidae) shell, which is also presently referred to by the name musaragalva. Attempts to identify musalagalva have included sapphire, cat’s eye, red coral, conch, and amber. It appears in one version of the list of seven jewels or treasures.
མུ་ས་ར་གལྦ་རྒྱན་དུ་བྱས་པ་	A river on Saṅkāśa.
མུ་ས་ར་	Musāragalva is fossilized coral that has undergone transformation under millions of years of underwater pressure. It appears in one version of the list of seven precious materials. The Tibetan tradition describes it as being formed from ice over a long period of time. It can also refer to tridacna (Tridacnidae) shell, which is also presently referred to by the name musaragalva. Attempts to identify musāragalva have included sapphire, cat’s eye, red coral, conch, and amber.
