Tibetan	Description
འཕྱོང་	/p.འཕྱོང་ /ps.འཕྱོང་ /m.1. To protect. 2. To lay aside, abandon (archaic) To protect, take care of.
འཕྱོད་	/p.འཕྱོད་ /ps.ཕྱོད་ /f.ཕྱོད་ /imp.ཕྱོད་ /m.To cover up.
འཕྱོར་	/p.འཕྱོར་ /ps.འཕྱརད་ འཕྱོར་ /f.འཕྱར་ འཕྱོར་ /imp.འཕྱོརད་ འཕྱོར་ /vl. /tr. /synt. [e.a] /ch.ex.རུ་མཚོན་སོགས་་/m.1. To rove. 2. To raise, brandish, feel, sense To be rich, to adorn./n.gives as an orthographic variant of the adjective mchor 'handsome'
འཕྲ་	/p.འཕྲ་  /ps.འཕྲས་ /f.འཕྲ་ /imp.-./inv./tr. /m.To kick, to strike with the foot, to struggle To kick (of a horses and yaks).
འཕྲག་	/p.འཕྲག་ /m.To stir up, to spur (a horse &c.).
འཕྲངས་	/p.འཕྲངས་ /ps.ཕྲང་ /f.འཕྲང་ /imp.ཕྲངས་ /m.To be anxious, to be attached, enthusiastic./n. Compare: 'phreng.
འཕྲད་	/p.འཕྲད་ ཕྲད་ ཕྲེད /ps.ཕྲད་ འཕྲད་ /f.ཕྲད་ འཕྲད་ /imp.ཕྲད་ - /inv./int. /synt. [Abs. Ass.] /ch.ex.རྒྱུ་རྐྱེན་ཕན་ཚུན་་/m.To interview, to meet together To meet, to face To assemble at one time To meet.
འཕྲབ་	/p.འཕྲབ་  /ps.ཕྲབས་ /f.ཕྲབ་ /imp.འཕྲབས་ /m.To kick, struggle, dance To beat, to harm.
འཕྲལ་	/p.འབྲལ་ འཕྲལ་ phrel phral /ps.ཕྲལ་ འཕྲལད་ /f.དབྲལ་ འཕྲལ་ འབྲལ phral /imp.ཕྲོལད་ ཕྲོལ་ /vl. /int. /synt. [Abs? Ass.] [e.a]./cs. 'bral (Ja), /ch.ex.མཛའ་བོ་སོགས་སོ་སོར་་ so sor /m.(with the word dangsignifying'from') To separate, part To part, to separate, to keep apart, put apart 1. To separate individually. 2. To pierce, tear. 3. To enter in order to separate (e.g. friends and enemies) 1. To throw away, separate, make different. 2. To tear, rip.
འཕྲི་	/p.འབྲི་ , (, ) (). bri 'phri, (). phri 'brid /ps.ཕྲིས་ ZCW ཧས་ ཐེ reading bris. phri /f.དབྲི་ Z དཔྲི་ འབྲི. /imp.ཕྲིས་ Z, phri /vl. /tr. /synt. [e.a]./cs. 'bri2/ch.ex.རྫས་སོགས་ཀྱི་ཁ་ནས་་ nyungphyir /m.To diminish, take away from To reduce, to make less, diminish To subtract from a round number To make fewer.
འཕྲིག་	/p.འཕྲིག་ འཕྲིགས་ /ps.ཕྲིགས་ འཕྲིགས་ /f.ཕྲིག་ འཕྲིག་ ￼/imp.འཕྲིགས་ -./inv./int. /ch.ex/m.To doubt, be undecided about To test, examine, to understand, to ascertain, to throb 1. To know, to understand. 2. To doubt, be suspicious 1. To examine with scrutiny. 2. To rise, move back and forth.
འཕྲུ་	/p.འཕྲུ་ /ps.ཕྲུས་ /f.ཕྲུ་ /imp.འཕྲུས་ /m.To plough a fresh piece of land, to dig land for cultivation.
འཕྲུག་	/p.འཕྲུག་ འཕྲུགས་ /ps.ཕྲུགས་ ཕྲུག་ འཕྲུགས /f.འཕྲུག་/imp.ཕྲུགས་ འཕྲུགས་ /vl. /tr. /synt. [e.a] /m.To scratch one's body To itch To rub, scratch the an itch on the body To scratch.
འཕྲུལ་	/p.འཕྲུལ་  /ps.འཕྲུལད་ འཕྲུལ་ /f.འཕྲུལ་ /imp.ཕྲུལད་/inv./int. /tr./res. sprul /ch.ex.ཡ་མ་ཟུང་དུ་་/m.1. To appear to change, to transform one's self, to cause illusions, to alter an object by magic. 2. To be mistaken, err, to make blunders. 3. To separate, sort, discriminate (the good from the bad, truth from falsehood) (Ja) For a false meaning to arise, manifest to mind or senses To manifest magically, to move.
འཕྲེ་	/p.འཕྲེ་ /ps.འཕྲེས་ /m.To incline, to lean against, to put down, to lay down.
འཕྲེང་	/p.འཕྲེང་ འཕྲེངས་ /ps.འཕྲེངས་ འཕྲེང་ ཕྲེང. /f.འཕྲེང་ /imp.ཕྲེངས་ -./inv./int. /ch.ex.སེམེས་ལ་ཀྱེ་མ་སྙམ་དུ་་/m.1. To fasten, be fastened to, be affixed to, be arranged (especially in a settled and orderly manner) To be anxious, to be attached, enthusiastic To think about a person or thing.
འཕྲོ་	/p.འཕྲོ་ འཕྲོས་ /ps.འཕྲོས་ ཕྲོ་ /f.འཕྲོ་/imp.འཕྲོ་ འཕྲོས་ phro - /inv./int. /synt. [Abs. Abl.] [a.o]./res. spro2/ch.ex.འོད་ཟེར་སོགས་་/m.To proceed, issue, emanate from, to spread, diffuse To emanate light and mind 1. For light to shine. 2. For the mind or eyes to wander 1. To radiate, shine. 2. To wander.
འཕྲོག་	/p.འཕྲོག་ དཕྲོག་ (Rdo 46). /ps.ཕྲོགས་ ཕྲོག་ (Rdo 46) /f.དཕྲོག་ འཕྲོག་ (Rdo 46). dbrog /imp.ཕྲོག་ (Zeisler 2004: 349). phrogs, ￼. /vl. /tr. /synt. [e.a] /ch.ex.གཞན་གྱི་ནོར་སོགས་་ gzhan nor sogs rgyu nor /m.To rob, run away with, to deprive of To rub, to snatch, to grab, to attract 1. For someone to take something by force which had not been given. 2. To take by force for oneself. 3. To bring to mind To take, assemble by force.
འཕྲོད་	/p.འཕྲོད་  /ps.འཕྲོད་ ཕྲོད་ /f.འཕྲོད་ /imp.འཕྲོད་ ཕྲོད་ -.Iནནོལུནཏརཡ:, /int. /synt. [Abs.]. [a.o]./res. sprod /ch.ex.སྨན་སོགས་དང་ཕྱག་ཏུ་་ /m.To be given, bestowed, offered, delivered To receive, to be recognized, to be fit or suitable, to be benefited or helped by being suitable For something give to arrive in hand. 2. To conform, to be appropriate. 3. To be mentally certain 1. To receive something given, to obtain, receive in hand. 2. To be suitable, to be in harmony, to help. 3. (archaic) To gather, assemble.
བང་	བང་ give as a present of འབང༡་
བད་	/p.བད་  /ps.བད་ /f.བད་ /imp.-./inv./int. /m.1. To be satisfied by food, sated, full. 2. To become drunk, intoxicated 1. To be satisfied. 2. To become drunk, intoxicated.
བམ་	/p.བམ་  /ps.བམས་ བམ་ /f.བམ་ /imp.བམས་ -./inv./int. /m.To be mildewed To rot.
བུད་	/p.བུད་ /ps.བུད་ /f.བུད་ /imp.-./inv./int. /synt. [a.o] /res. 'bud, /m.To come out, away.
བུར་	/p.བུར་ /ps.བུརད་ /f.བུར་ /imp.བུརད་ /m.To be dislocated, to become crooked.
བུལ་	/p.བུལ་ /ps.བུལད་ /f.བུལ་ /imp.བུལད་ /m.To become slow, to be slow.
བད་	/p.བད་  /ps.བད་ /f.བད་ /imp.-./inv., 
བེམ་	/p.བེམ་ /ps.བེམ་ /f.བེམ་ /int. /m.To become numb.
བེལ་	/n.(Denwood 1991: 136) suggests the following forms bel, 'bel, 'phel, spel, phe'u, 'phe'u, with the meanings 'declare, make known, publicize, expose, accuse.'
བོ་	བོ་ gives as the present of འབོ་
བོན་	/p.བོན་ འབོན་ /ps.བོནད་ /f.བོན་ /imp.བོན་ འབོནད་/ch.ex.ལྷའི་སྔགས་སོགས་་/m.(archaic) To express, to mutter 1. To ask (a god, sovereign). 2. To give, offer (to a god, sovereign). 3. (for a god, sovereign) To receive, obtain, take. 4. (probable) to murmur, recite (charms, prayers). 5. (probable) To invoke, summon, call (Uray 1964). To express, recite, mutter./n.very likely related to the noun bon, and (Lalou 1953) suggests also a comparison with bod 'tibet'
བོར་	/p.བོར་  /ps.བོར་ /f.བོར་ /imp.-./inv./int. /res. 'bor /m.1. For somethingto become lost 2. To wane, disappear, throw away. 3. To say, do To lose.
བྱང་	/p.བྱང་ /ps.བྱང་ /f.བྱང་ /int. /m.1. For experience to be great. 2. To make something soft, smooth through wiping, touching.
བྱབ་	/p.བྱབ་ འབྱབ་ /ps.བྱབས་ /f.བྱབ་ /imp.བྱོབས་ འབྱབས་ /vl. /tr. /m.1. To cleanse, wash, wipe. 2. To seize, clutch To haul down, to remove filthy matters, to wash, clean To rub, sweep To sweep, clear away, wipe.
བྱམས་	/p.བྱམས་ /ps.བྱམས་ /f.བྱམས་ /imp.བྱམས་ -./inv./int. /ch.ex.བུ་གཅེ་སོགས་ལ་་/m.The opposite of dislike, to be near at heart 1. To want another to have happiness. 2. For clothes to fit, be comfortable on the body.
བྱི་	བྱི་ gives as the present of འབྱི་
བྱིང་	བྱིང་ gives as the present of འབྱིང་ or སྤྱིང་
བྱིབ་	/p.བྱིབ་ འབྱིབ་ byibs /ps.བྱིབས་ འབྱིབ་ /f.བྱིབ་ བྱིབས་ འབྱིབ /imp.བྱིབས་ /tr. /m.[To cover] To encase, cover To be covered up, to spread over, to spread, to smudge with ink, to cause to spread over, to wrap in.
བྱིལ་	/p.བྱིལ་  /ps.བྱིལ་ /f.བྱིལ་ /tr. /m.To rub, spread (unguent, salve).
བྱུག་	བྱུག་ gives as the present of འབྱུག་
བྱུང་	Auxiliary:byung Function:Suffixed to the past tense of a verb meaning 'to make, do'./n.from the verb 'byung. [].
བྱེད་	/p.བྱེད་ /ps.བྱས་ /f.བྱ་ /imp.བྱོ་ (Zeisler 2004: 348). byos byed /vl. /tr. /synt. [e.a] /ch.ex.ལས་་/m.To do, to make To do, work 1. To do, work. 2. To replace, substitute, take responsibility for To do the work of mind, speech, or body.
བྱེར་	/p.བྱེར་  /ps.བྱེརད་ /f.འབྱེར་ /imp.བྱེརད་/ch.ex.སོ་སོར་་/m.To separate, disintegrate, destroy.
བྱོ་	/p.བྱོར་ /m.To hear, listen to.
བྲ་	[1]/p.བྲ་ /m. To have great plenty, be in great plenty./n. Root given as bra < *mra.
བྲ་	[2]Auxiliary:bra./fn.To be able, to withstand, endure.
བྲན་	/p.བྲན་ འབྲན་ /ps.བྲནད་ བྲན་ /f.བྲན་ /imp.བྲན་ བྲནད་ བྲོན /vl. /tr. /ch.ex.ཆབ་སོགས་་/m.To saturate with water, to moisten 1. To pour water. 2. To strew To make wet by pouring water something on it 1. To scatter, disperse. 2. To give, provide.
བྲབ་	བྲབ་ gives as the present of འབྲབ་ 
བྲི་	བྲི་ give as the present of འབྲི༡་
བྲི་	བྲི་ gives as the present of འབྲི༢་
བྲིན་	/p.བྲིན་ /ps.བྲིནད་ བྲིན་ /f.བྲིན་ /imp.བྲིནད་ -./inv./int. Denominative of:རིན་ «price, value» []/m.To be sold, to be demanded To take money, for buyers to be plentiful To sell, market.
བྲིམ་	བྲིམ་ gives as the present of འབྲིམ་
བྲུག་	/p.བྲུག་  /ps.བྲུགས་ བྲུག་ /f.བྲུག་ /imp.བྲུགས་ -./inv./int. /m.To flow, to stream out, to gush forth To be increased, to be full, to be filled with For water to suddenly rise For water to naturally increase, fill.
བྲུབ་	[1]བྲུབ་ gives as the present of འབྲུབ༡་
བྲུབ་	[2]བྲུབ་ gives as the present of འབྲུབ༢་
བྲུལ་	བྲུལ་ gives as the present of འབྲུལ་
བྲེ་	/p.བྲེ་  /ps.བྲེས་ /f.བྲེ་ /imp.བྲེས་ /vl. /tr. /synt. [e.a] /m.To stretch out (a canopy &c.) across the top of something To spread, lay out, cover, adorn, connect together.
བྲེད་	/p.བྲེད་  /ps.བྲེད་ /f.བྲེད་ /imp.-./inv./int./m.To be alarmed, depressed at heart, to be dejected, to be ashamed To fear, be afraid of.
བྲེལ་	/p.བྲེལ་  /ps.བྲེལད་ བྲེལ་ /f.བྲེལ་ /imp.- བྲེལད་ Iནནོལུནཏརཡ: /vl. /int. /ch.ex.བྱ་བས་་ bya las. /m.To be busy, engaged, to have business To be busy with, to hurry, hasten [To be busy] To be occupied, busy.
བྲོ་	/p.བྲོ་  /ps.བྲོ་ /f.བྲོ་ /imp.བྲོ་ -./inv./int. /synt. [o.a] Denominative of:རོ་ «taste» (Hahn 1973: 440)/m.1. To swear, take an oath. 2. To taste, to get enjoyment of. 3. (in Center) To desire, to wish To taste, experience in a taste 1. To have direct experience, mentally appear. 2. To experience with the nose or tongue 1. To desire. 2. To arise, experience./n.(Hahn 1973: 440) suggests that the ro 'taste' < *bro, i.e. the b- is indeed part of the root.
བྲོད་	/p.བྲོད་ /ps.བྲོད་ /f.བྲོད་ /int. /m.To be joyful, to enjoy.
བླག་	/p.བླག་ བློག་ /ps.བླགས་ /f.བླག་ /imp.བླགས་ བློགས་ /vl. /tr. /ch.ex.རྣ་བ་སོགས་་/m.1. To attend to, to hearken to, to lean toward, to permit. 2. To shed tears (Ja) (only used with rna or rna ba) To incline one's ear to, to listen to (de Jong 1973). To give, lend one's ear; to listen to 1. To hear by mentally concentrating, lending one's ear. 2. To cry 1. To lend one's ear to a saying, listen. 2. To give off, shed.
བླད་	/p.བླད་  /ps.བླད་ /f.བླད་ /imp.བླད་ བློད་ /vl. /tr. /m.To chew To chew cud, to chew (archaic) To chew To chew, grind, suck on./n. Compare: ldad.
བླས་	/p.བླས་ /ps.བླས་ /f.བླས་ /tr. /m.(for a soft, thin thing) To connect by plaiting together many strands./n. Compare: sla2.
བླུ་	/p.བླུ་ /ps.བླུས་ /f.བླུ་ /imp.བླུས་ /vl. /tr. /ch.ex.སྲོག་སོགས་་/m.To ransom, redeem (a pawn, pledge, or security) To buy back, redeem; to redeem [the] life of a man, animal by paying some money; to ransom (honorific) To buy To buy something previously relied upon, (particularly) to buy for a religious purpose./n. Compare: the noun glud 'ransom'.
བླུག་	བླུག་ give as the present of ལྡུག་
བླུད་	བླུད་ give as the present of ལྡུད་
བློང་	/p.བློང་ /ps.བློངས་ /f.བློང་ /imp.བློངས་ /m.1. To become ￼nervous, to be mentally unsettled, to be uneasy. 2. To get bored, become dull.
བློད་	Present(?): blod (Denwood 1991: 136). /m.To counsel, discuss, place (Denwood 1991: 136).
བློན་	/p.བློན་ བླན་ /ps.བླནད་ /f.བླན་ /imp.བློནད་/ch.ex.གཡང་སོགས་ནང་དུ་་/m.(archaic) To advise 1. To face inward, to send hither, to lead. 2. To support, establish, help./n. Compare: glan (?) [].
དབང་	/p.དབང་ /ps.དབང་ /f.དབང་ /imp.དབང་ - /inv. /vl. /int. /synt. [Erg. Obl.] /ch.ex.ཡུལ་འཁོར་སོགས་ལ་་/m.To own, to belong, to have a right To lay out, arrange, place, assemble, to use, to be available for use To own, to have, to be able.
དབུར་	/p.དབུར་  /ps.དབུརད་ དབུར་ /f.དབུར་ /imp.དབུར་ /vl. /tr. /ch.ex.དབྱིག་སོགས་ཀྱིས་་/m.(also 'ur and yur) To smooth (Ja) To rub, scrape 1. To crush finely. 2. To smooth, level.
དབུལ་	/p.དབུལ་ /ps.དབུལད་ དབུལ་  /f.དབུལ་ /imp.དབུལད་ -./inv./int. /synt. [a.i]/ch.ex.འབྱོརད་པ་སོགས་ཀྱིས་་/m.1. To be bereft of wealth. 2. To have few or no good qualities &c. To be destitute, bereft of wealth.
